"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","32","63","1","0","28","0","124","6","COUNTY TRANSFER - OUT","39","33","0","0","15","0","87"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","1","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","72","53","0","0","12","0","137"
"FROM ANOTHER BOARD","2","4","0","0","2","0","8","1","DUPLICATE","3","1","0","0","1","0","5"
"PROVISIONAL BALLOT","0","2","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","38","76","1","4","48","0","167","8","MOVED OUT OF STATE","0","1","0","0","1","0","2"
"NVRA BY MAIL","16","20","0","0","13","0","49","0","OTHER","0","2","0","0","0","0","2"
"OTHER MEANS","1","2","0","0","3","0","6","45","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","5","1","0","3","0","15"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","90","167","2","4","95","0","358","62","TOTAL","120","96","1","0","32","0","249"
