"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","2","0","7","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","317","105","2","2","174","3","603","26","COUNTY TRANSFER - OUT","380","106","2","3","139","2","632"
"DESIGNATED STATE AGENCIES","5","1","0","0","0","0","6","8","CRIMINAL CONVICTION","6","0","0","0","1","0","7"
"ELDERLY / DISABLED","2","0","0","0","0","1","3","0","DEATH NOTICE","509","218","0","0","111","0","838"
"FROM ANOTHER BOARD","1","1","0","0","2","0","4","5","DUPLICATE","3","0","0","0","0","0","3"
"PROVISIONAL BALLOT","1","1","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","720","141","1","4","281","2","1,149"
"IN PERSON","16","8","0","1","7","0","32","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,939","533","13","28","1,027","14","3,554","110","MOVED OUT OF STATE","218","93","3","3","112","0","429"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","103","25","0","1","57","1","187"
"OTHER MEANS","31","9","0","0","21","0","61","15","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","8","1","0","0","4","0","13","1","","","","","","","",""
"VOLUNTEER","3","0","0","0","4","0","7","0","","","","","","","",""
"TOTAL","2,327","661","15","31","1,241","18","4,293","170","TOTAL","1,939","583","6","11","701","5","3,245"
