"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","14","16","0","0","7","0","37","4","COUNTY TRANSFER - OUT","41","22","1","0","8","1","73"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","36","19","0","0","1","0","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","1","0","1","1","MAIL VERIFICATION (NVRA)","23","23","0","0","18","1","65"
"IN PERSON","2","3","0","0","1","0","6","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","75","96","2","2","68","1","244","17","MOVED OUT OF STATE","4","3","0","0","3","0","10"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","8","3","0","0","1","0","12"
"OTHER MEANS","0","3","0","0","2","0","5","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","2","1","0","0","1","0","4","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","93","119","2","2","80","1","297","25","TOTAL","112","71","1","0","31","2","217"
