"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","21","15","0","0","13","0","49","25","COUNTY TRANSFER - OUT","51","43","2","0","20","3","119"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","66","41","0","0","17","0","124"
"FROM ANOTHER BOARD","1","0","0","0","1","0","2","0","DUPLICATE","3","4","0","0","2","0","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","264","143","1","0","39","3","450"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","128","86","1","0","85","1","301","28","MOVED OUT OF STATE","11","14","0","0","1","0","26"
"NVRA BY MAIL","5","0","0","0","2","0","7","1","OTHER","1","0","0","0","2","0","3"
"OTHER MEANS","1","1","0","0","1","0","3","4","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","2"
"SOCIAL SERVICES","4","0","0","0","2","0","6","0","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","3","0","","","","","","","",""
"TOTAL","163","102","1","0","104","1","371","58","TOTAL","399","245","3","0","81","6","734"
