"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","551","155","2","3","112","24","847","494","BOARD ACTION","10","3","0","2","8","1","24"
"BY MAIL","2833","763","10","22","979","87","4,694","912","CONFIRMATION MAIL","9","3","0","0","3","0","15"
"DESIGNATED STATE AGENCIES","26","11","0","1","16","0","54","1","COUNTY TRANSFER - OUT","10,768","3,198","42","113","3,908","115","18,144"
"ELDERLY / DISABLED / SOC SEC","5297","1111","42","78","2122","140","8,790","61","CRIMINAL CONVICTION","136","37","1","0","49","3","226"
"FROM ANOTHER BOARD","54","22","0","0","14","4","94","31","DEATH NOTICE","2,321","930","4","7","359","38","3,659"
"PROVISIONAL BALLOT","228","71","1","0","68","1","369","220","DUPLICATE","437","118","0","3","93","35","686"
"IN PERSON","835","251","2","4","282","4","1,378","64","MAIL VERIFICATION (NVRA)","1","0","0","0","1","0","2"
"MOTOR VEHICLE ADMINISTRATION","8404","3223","60","167","4164","79","16,097","1,151","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","439","154","2","1","165","6","767","249","MOVED OUT OF STATE","779","421","3","0","292","11","1,506"
"ONLINE REGISTRATION","16454","7272","148","318","7197","255","31,644","436","OTHER","174","25","2","3","63","3","270"
"OTHER MEANS","912","185","7","9","327","16","1,456","813","VOTER REQUEST","25","16","1","1","13","0","56"
"RECRUITING","1","3","0","0","1","0","5","0","","","","","","","","0"
"SAME DAY REGISTRATION","1009","477","5","16","345","17","1,869","60","","","","","","","",""
"SOCIAL SERVICES","57","16","0","0","26","0","99","49","","","","","","","",""
"VOLUNTEER","1920","237","7","17","577","11","2,769","0","","","","","","","",""
"TOTAL","39,020","13,951","286","636","16,395","644","70,932","4,541","TOTAL","14,660","4,751","53","129","4,789","206","24,588"
