"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","1","0","2","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","1343","484","3","13","565","20","2,428","684","CONFIRMATION MAIL","97","37","0","3","31","0","168"
"DESIGNATED STATE AGENCIES","16","5","0","1","4","0","26","2","COUNTY TRANSFER - OUT","3,550","1,384","16","46","1,414","42","6,452"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","74","12","0","0","20","1","107"
"FROM ANOTHER BOARD","15","6","0","0","6","0","27","1,842","DEATH NOTICE","1,354","729","2","4","234","24","2,347"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","7","DUPLICATE","56","21","0","0","21","4","102"
"IN PERSON","30","9","0","0","21","0","60","17","MAIL VERIFICATION (NVRA)","14,976","4,498","84","111","5,215","355","25,239"
"MOTOR VEHICLE ADMINISTRATION","7319","3383","61","172","4467","78","15,480","1,384","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","36","14","0","2","19","0","71","8","MOVED OUT OF STATE","581","400","6","6","260","19","1,272"
"ONLINE REGISTRATION","159","86","2","4","118","10","379","11","OTHER","55","14","0","0","23","0","92"
"OTHER MEANS","53","48","1","2","46","2","152","197","VOTER REQUEST","13","10","0","0","2","0","25"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","",""
"SOCIAL SERVICES","30","6","0","0","12","0","48","24","","","","","","","",""
"VOLUNTEER","12","0","0","0","4","0","16","0","","","","","","","",""
"TOTAL","9,014","4,041","67","194","5,263","110","18,689","4,177","TOTAL","20,756","7,105","108","170","7,220","445","35,804"
