"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","9","5","0","0","0","1","0","15","38","BOARD ACTION","0","0","0","0","0","1","0","1"
"BY MAIL","130","89","1","1","1","69","1","292","57","COUNTY TRANSFER - OUT","205","99","1","0","1","53","0","359"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","2","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","4","DEATH NOTICE","7","5","0","0","0","1","0","13"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","8","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","93","33","0","0","0","9","0","135","7","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","4","4","0","0","0","3","0","11","26","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","133","68","2","1","2","84","3","293","86","MOVED OUT OF STATE","4","4","0","0","0","3","0","11"
"NVRA BY MAIL","5","7","0","0","0","1","1","14","1","OTHER","7","1","0","0","0","1","0","9"
"OTHER MEANS","0","3","0","0","0","0","0","3","484","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","9","0","0","0","0","9","0","18","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","383","211","3","2","3","178","5","785","712","TOTAL","223","110","1","0","1","59","0","394"
