"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","4","1","0","0","4","0","14","35","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","68","84","2","0","1","38","0","193","24","COUNTY TRANSFER - OUT","229","158","0","0","2","92","0","481"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","2","DUPLICATE","2","1","0","0","0","0","0","3"
"PROVISIONAL BALLOT","85","65","0","0","0","7","1","158","166","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","7","4","0","0","0","8","0","19","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","243","218","2","0","6","190","3","662","90","MOVED OUT OF STATE","1","3","0","0","0","0","0","4"
"NVRA BY MAIL","15","22","0","0","1","18","0","56","3","OTHER","0","2","0","0","0","1","0","3"
"OTHER MEANS","5","6","0","0","0","1","0","12","13","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","10","4","0","0","0","11","0","25","11","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","0","3","0","","","","","","","","",""
"TOTAL","441","409","5","0","8","278","4","1,145","348","TOTAL","232","165","0","0","2","93","0","492"
