"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","14","25","1","0","1","10","0","51","2","COUNTY TRANSFER - OUT","23","30","0","0","0","7","0","60"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","2","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","8","5","0","0","0","0","0","13"
"FROM ANOTHER BOARD","0","3","0","0","0","0","0","3","0","DUPLICATE","2","1","0","0","0","0","0","3"
"PROVISIONAL BALLOT","5","11","0","0","0","0","0","16","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","36","41","1","0","0","31","1","110","13","MOVED OUT OF STATE","11","2","0","0","0","3","0","16"
"NVRA BY MAIL","7","4","0","0","1","9","0","21","1","OTHER","0","2","0","0","0","1","0","3"
"OTHER MEANS","3","2","0","0","0","0","0","5","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","67","86","2","0","2","50","1","208","18","TOTAL","44","40","0","0","0","11","0","95"
