"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","1","0","0","0","1","0","6","5","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","25","33","0","0","0","31","0","89","4","COUNTY TRANSFER - OUT","53","55","0","0","0","27","0","135"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","4","0","0","0","1","0","14"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","20","31","0","0","0","3","0","54","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","6","7","0","0","0","7","0","20","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","50","1","0","2","74","0","191","26","MOVED OUT OF STATE","9","15","1","0","0","11","0","36"
"NVRA BY MAIL","5","6","0","0","0","6","0","17","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","5","7","0","0","0","7","0","19","5","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","2","0","0","0","1","0","6","0","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","134","138","1","0","2","132","0","407","46","TOTAL","71","74","1","0","0","39","0","185"
