"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","14","20","0","0","1","16","0","51","3","COUNTY TRANSFER - OUT","8","12","0","0","0","6","0","26"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","28","25","0","0","0","4","0","57"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","9","8","0","0","0","3","0","20","3","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","6","0","0","0","2","0","10","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","45","51","1","0","0","36","3","136","18","MOVED OUT OF STATE","4","11","0","0","0","8","0","23"
"NVRA BY MAIL","0","0","0","0","0","3","0","3","0","OTHER","3","2","0","0","0","1","0","6"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","2","0","0","0","3","0","9","1","","","","","","","","",""
"VOLUNTEER","2","3","0","0","0","2","0","7","0","","","","","","","","",""
"TOTAL","78","91","1","0","1","65","3","239","26","TOTAL","45","50","0","0","0","19","0","114"
