"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","2","0","0","0","0","0","3","4","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","14","37","0","0","3","9","0","63","12","COUNTY TRANSFER - OUT","32","33","0","0","1","11","0","77"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","9","0","0","0","1","0","19"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","1","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","19","26","0","0","0","1","0","46","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","5","0","0","0","1","0","8","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","22","0","1","0","16","0","59","13","MOVED OUT OF STATE","4","7","0","0","0","3","0","14"
"NVRA BY MAIL","5","9","0","0","1","2","0","17","4","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","3","3","0","0","0","1","0","7","70","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","65","104","0","1","4","31","0","205","109","TOTAL","46","49","0","0","1","15","0","111"
