"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","1","0","0","0","0","0","5","0","BOARD ACTION","0","1","0","0","0","0","0","1"
"BY MAIL","118","49","0","0","2","53","0","222","35","COUNTY TRANSFER - OUT","48","20","1","0","0","10","3","82"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","12","0","0","0","1","0","22"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","48","7","0","0","0","2","0","57","12","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","7","11","0","0","0","5","0","23","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","137","37","0","0","2","59","2","237","41","MOVED OUT OF STATE","23","16","0","0","0","6","0","45"
"NVRA BY MAIL","4","3","0","0","0","2","0","9","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","5","1","0","0","0","0","0","6","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","1","","","","","","","","",""
"TOTAL","324","110","0","0","4","122","2","562","95","TOTAL","81","49","1","0","0","18","3","152"
