"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","118","49","1","0","0","23","2","193","121","BOARD ACTION","2","1","0","0","0","1","0","4"
"BY MAIL","1,675","1,110","17","3","31","815","35","3,686","364","COUNTY TRANSFER - OUT","2,821","1,179","14","1","17","636","44","4,712"
"DESIGNATED STATE AGENCIES","9","6","0","0","0","8","1","24","3","CRIMINAL CONVICTION","11","3","0","0","0","4","0","18"
"ELDERLY / DISABLED","12","0","0","0","0","1","0","13","11","DEATH NOTICE","611","332","0","0","0","75","7","1,025"
"FROM ANOTHER BOARD","9","13","0","0","0","4","0","26","31","DUPLICATE","16","7","0","0","0","0","0","23"
"PROVISIONAL BALLOT","1,171","478","4","1","1","81","5","1,741","1,008","MAIL VERIFICATION (NVRA)","2","2","0","0","0","0","0","4"
"IN PERSON","143","126","1","0","0","66","4","340","222","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","2,491","1,484","17","9","48","1,669","39","5,757","662","MOVED OUT OF STATE","401","278","4","0","3","224","2","912"
"NVRA BY MAIL","158","187","1","1","6","107","9","469","24","OTHER","26","18","1","0","1","17","2","65"
"OTHER MEANS","79","49","0","0","0","17","0","145","1,198","VOTER REQUEST","14","6","0","0","0","3","0","23"
"RECRUITING","3","3","0","0","0","1","0","7","4","CONFIRMATION MAIL","5","2","0","0","0","1","0","8"
"SOCIAL SERVICES","89","17","0","0","0","54","0","160","40","","","","","","","","",""
"VOLUNTEER","86","24","1","0","2","39","3","155","6","","","","","","","","",""
"TOTAL","6,043","3,546","42","14","88","2,885","98","12,716","3,694","TOTAL","3,909","1,828","19","1","21","961","55","6,794"
