"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","32","1","0","2","17","0","62","0","COUNTY TRANSFER - OUT","30","27","0","0","0","11","1","69"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","1","0","1","0","DEATH NOTICE","2","2","0","0","0","0","0","4"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","0","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","9","10","0","0","0","0","0","19","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","0","1","0","4","42","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","48","0","0","2","41","1","119","25","MOVED OUT OF STATE","1","0","0","0","1","0","0","2"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","1","0","0","2"
"OTHER MEANS","0","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","3","3","0","0","0","1","0","7","4","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","1","0","3","0","","","","","","","","",""
"VOLUNTEER","2","6","0","0","0","2","0","10","0","","","","","","","","",""
"TOTAL","56","103","1","0","4","64","2","230","71","TOTAL","33","32","0","0","2","11","1","79"
