"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","2","4","0","0","0","0","0","6","0","COUNTY TRANSFER - OUT","2","12","0","0","0","1","1","16"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","13","0","0","0","0","0","14"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","2","0","0","0","0","0","2","4","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","6","0","0","0","0","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","7","21","0","0","0","16","0","44","8","MOVED OUT OF STATE","7","4","0","0","0","2","0","13"
"NVRA BY MAIL","0","1","0","0","0","0","0","1","0","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","0","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","11","35","0","0","0","16","0","62","12","TOTAL","10","30","0","0","0","3","1","44"
