"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","5","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","146","23","2","0","1","34","1","207","510","COUNTY TRANSFER - OUT","284","52","1","0","1","59","19","416"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","5","CRIMINAL CONVICTION","39","1","0","0","0","6","0","46"
"ELDERLY / DISABLED","3","0","0","0","0","3","0","6","17","DEATH NOTICE","837","153","1","0","3","37","40","1,071"
"FROM ANOTHER BOARD","0","0","0","0","0","2","0","2","43","DUPLICATE","30","3","0","0","0","2","0","35"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","19","2","0","0","0","3","0","24","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","511","64","0","1","4","188","3","771","250","MOVED OUT OF STATE","76","4","0","0","0","13","9","102"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","5","0","0","0","0","3","0","8"
"OTHER MEANS","4","0","0","0","0","1","0","5","4,968","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","140","10","0","0","0","22","12","184"
"SOCIAL SERVICES","8","0","0","0","0","5","0","13","44","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","693","89","2","1","5","236","4","1,030","5,850","TOTAL","1,411","223","2","0","4","142","80","1,862"
