"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","32","14","0","0","0","19","0","65","6","COUNTY TRANSFER - OUT","54","24","1","0","1","13","0","93"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","19","11","0","0","0","2","0","32"
"FROM ANOTHER BOARD","0","0","0","0","0","1","0","1","1","DUPLICATE","2","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","133","33","0","0","0","53","0","219","44","MOVED OUT OF STATE","4","1","0","0","0","2","0","7"
"NVRA BY MAIL","2","1","0","0","0","0","0","3","1","OTHER","2","0","0","0","0","3","0","5"
"OTHER MEANS","5","0","0","0","0","0","0","5","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","177","49","0","0","0","73","0","299","55","TOTAL","81","37","1","0","1","21","0","141"
