"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","5","0","0","0","0","3","0","8","0","COUNTY TRANSFER - OUT","1","5","0","0","0","0","0","6"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","5","13","0","0","0","0","1","19"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","63","118","1","0","2","38","1","223"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","7","15","0","0","0","10","0","32","4","MOVED OUT OF STATE","1","3","0","0","0","2","0","6"
"NVRA BY MAIL","0","1","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","1","0","0","0","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","13","17","0","0","0","13","0","43","4","TOTAL","71","142","2","0","2","40","2","259"
