"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","1","0","0","0","0","0","1"
"BY MAIL","48","24","0","0","0","28","0","100","12","COUNTY TRANSFER - OUT","256","142","3","1","6","128","0","536"
"DESIGNATED STATE AGENCIES","7","3","0","0","0","3","0","13","4","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","12","0","0","0","0","0","21"
"FROM ANOTHER BOARD","4","1","0","0","0","0","1","6","1","DUPLICATE","1","0","1","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","330","198","5","1","0","294","2","830"
"IN PERSON","6","3","0","0","0","0","0","9","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","340","252","1","1","7","266","2","869","135","MOVED OUT OF STATE","39","39","1","0","1","31","0","111"
"NVRA BY MAIL","3","8","1","0","0","9","0","21","3","OTHER","4","2","0","0","0","2","0","8"
"OTHER MEANS","8","2","0","0","0","2","0","12","10","VOTER REQUEST","1","3","0","0","0","1","0","5"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","416","293","2","1","7","308","3","1,030","167","TOTAL","640","397","10","2","7","456","2","1,514"
