"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","11","13","1","0","0","8","0","33","5","COUNTY TRANSFER - OUT","15","11","0","0","0","4","0","30"
"DESIGNATED STATE AGENCIES","1","5","0","0","0","3","0","9","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","43","27","0","0","0","3","0","73"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","2","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","2","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","39","38","0","0","0","36","0","113","3","MOVED OUT OF STATE","2","0","0","0","0","0","0","2"
"NVRA BY MAIL","7","5","0","0","0","7","0","19","0","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","2","4","0","0","0","2","0","8","32","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","4","0","0","0","2","0","11"
"SOCIAL SERVICES","1","2","0","0","0","1","0","4","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","62","70","1","0","0","57","0","190","41","TOTAL","65","43","0","0","0","9","0","117"
