"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","3","7","BOARD ACTION","2","1","0","0","0","0","0","3"
"BY MAIL","1,641","686","15","0","17","636","30","3,025","1,563","COUNTY TRANSFER - OUT","2,716","1,008","18","1","23","855","47","4,668"
"DESIGNATED STATE AGENCIES","118","33","0","1","2","35","1","190","15","CRIMINAL CONVICTION","230","35","0","0","0","42","0","307"
"ELDERLY / DISABLED","5","0","0","0","0","3","0","8","19","DEATH NOTICE","2,646","979","3","0","4","241","58","3,931"
"FROM ANOTHER BOARD","44","14","0","0","0","14","1","73","55","DUPLICATE","156","50","1","0","0","48","1","256"
"PROVISIONAL BALLOT","5","2","0","0","0","1","0","8","149","MAIL VERIFICATION (NVRA)","8,815","4,647","58","4","89","4,148","494","18,255"
"IN PERSON","56","15","0","0","0","12","0","83","15","MENTAL INCOMPETENCY","1","1","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","3,598","1,637","26","11","53","2,149","29","7,503","1,089","MOVED OUT OF STATE","764","578","8","1","7","339","23","1,720"
"NVRA BY MAIL","73","49","2","0","1","52","2","179","9","OTHER","37","15","0","0","1","29","1","83"
"OTHER MEANS","95","24","0","0","0","17","0","136","5,573","VOTER REQUEST","5","5","0","0","0","3","0","13"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,069","632","9","2","8","449","20","2,189"
"SOCIAL SERVICES","54","6","0","0","0","28","0","88","51","","","","","","","","",""
"VOLUNTEER","13","5","0","0","0","10","0","28","0","","","","","","","","",""
"TOTAL","5,704","2,472","43","12","73","2,957","63","11,324","8,545","TOTAL","16,441","7,951","97","8","132","6,154","644","31,427"
