"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","29","21","0","0","0","17","1","68","5","COUNTY TRANSFER - OUT","24","20","0","0","0","7","0","51"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","0","0","0","0","0","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","1","DEATH NOTICE","20","9","0","0","0","3","0","32"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","1","1","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","96","80","1","1","1","41","2","222"
"IN PERSON","0","1","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","50","0","0","1","68","0","175","32","MOVED OUT OF STATE","5","9","0","0","0","6","1","21"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","4","5","0","0","0","1","0","10"
"OTHER MEANS","","","","","","","","0","","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","6","0","0","0","3","1","12"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","86","73","0","0","1","86","1","247","39","TOTAL","156","130","1","1","1","61","4","354"
