"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","9","6","0","0","0","7","0","22","23","COUNTY TRANSFER - OUT","37","35","0","0","0","28","1","101"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","30","24","0","0","0","7","0","61"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","1","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","320","346","3","0","1","187","383","1,240"
"IN PERSON","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","38","43","2","0","0","40","0","123","25","MOVED OUT OF STATE","17","31","0","0","0","11","1","60"
"NVRA BY MAIL","0","1","0","0","0","0","0","1","0","OTHER","1","1","0","0","0","0","0","2"
"OTHER MEANS","0","1","0","0","0","0","0","1","6","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","50","51","2","0","0","47","0","150","56","TOTAL","407","438","3","0","1","234","385","1,468"
