"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","344","187","3","0","4","154","4","696","2","COUNTY TRANSFER-OUT","885","255","7","0","6","217","11","1,381"
"DESIGNATED STATE AGENCIES","86","14","0","0","0","19","0","119","3","CRIMINAL CONVICTION","50","8","0","0","0","11","0","69"
"ELDERLY / DISABLED","2","0","0","0","0","0","0","2","0","DEATH NOTICE","549","190","0","0","0","36","10","785"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","10","6","0","0","0","6","0","22"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4,504","1,628","29","0","36","1,395","82","7,674"
"IN PERSON","15","3","0","0","0","3","0","21","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","647","219","4","2","9","280","8","1,169","6","MOVED OUT OF STATE","84","57","0","0","0","25","5","171"
"NVRA BY MAIL","35","10","1","0","1","12","2","61","1","OTHER","10","2","0","0","0","9","1","22"
"OTHER MEANS","1","0","0","0","0","0","0","1","200","VOTER REQUEST","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","1","0","0","0","1","0","9"
"SOCIAL SERVICES","16","1","0","0","0","13","0","30","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,146","434","8","2","14","481","14","2,099","213","TOTAL","6,101","2,147","36","0","42","1,700","109","10,135"
