"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","136","45","2","0","2","72","1","258","77","COUNTY TRANSFER - OUT","145","53","0","0","1","56","0","255"
"DESIGNATED STATE AGENCIES","1","2","0","0","0","2","0","5","0","CRIMINAL CONVICTION","4","3","0","0","0","2","0","9"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","1","DEATH NOTICE","227","115","0","0","0","50","1","393"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","2","DUPLICATE","41","13","0","0","0","24","0","78"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","861","296","2","0","4","676","1","1,840"
"IN PERSON","1","0","0","0","0","1","0","2","4","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","554","170","4","2","14","404","3","1,151","161","MOVED OUT OF STATE","93","54","1","0","1","44","0","193"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","1","2","0","0","0","0","0","3"
"OTHER MEANS","34","6","0","0","0","2","0","42","158","VOTER REQUEST","1","1","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","15","2","0","1","0","7","0","25"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","1","","","","","","","","",""
"VOLUNTEER","3","2","0","0","0","3","0","8","0","","","","","","","","",""
"TOTAL","733","225","6","2","16","484","4","1,470","404","TOTAL","1,388","540","3","1","6","859","2","2,799"
