"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","1","BOARD ACTION","2","0","0","0","1","0","3"
"BY MAIL","371","100","3","3","116","4","597","79","CONFIRMATION MAIL","234","54","1","0","89","4","382"
"DESIGNATED STATE AGENCIES","58","25","0","0","27","1","111","26","COUNTY TRANSFER - OUT","2,157","827","23","34","707","23","3,771"
"ELDERLY / DISABLED / SOC SEC","199","68","0","3","113","9","392","0","CRIMINAL CONVICTION","111","29","0","1","32","4","177"
"ERIC REPORT","105","69","1","3","51","2","231","1","DEATH NOTICE","2,345","969","6","11","303","27","3,661"
"FROM ANOTHER BOARD","7","6","0","0","0","1","14","9","DUPLICATE","86","43","1","3","29","4","166"
"PROVISIONAL BALLOT","2","0","0","1","1","0","4","1","MAIL VERIFICATION (NVRA)","7,953","2,289","62","75","3,467","106","13,952"
"IN PERSON","13","7","0","0","7","0","27","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","6204","2595","57","133","3323","66","12,378","986","MOVED OUT OF STATE","692","318","1","3","268","20","1,302"
"NVRA BY MAIL","35","20","0","0","16","2","73","13","OTHER","57","24","1","0","43","3","128"
"ONLINE REGISTRATION","183","60","2","4","62","3","314","5","VOTER REQUEST","19","7","0","0","3","1","30"
"OTHER MEANS","114","26","1","1","55","1","198","390","","","","","","","",""
"RECRUITING","0","2","0","0","0","0","2","0","","","","","","","",""
"SOCIAL SERVICES","9","2","0","0","5","0","16","3","","","","","","","",""
"VOLUNTEER","183","37","0","0","70","1","291","0","","","","","","","",""
"TOTAL","7,483","3,018","64","148","3,846","90","14,649","1,516","TOTAL","13,656","4,560","95","127","4,942","192","23,572"
