"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","134","60","0","0","0","40","1","235","1","COUNTY TRANSFER-OUT","436","196","4","0","5","101","2","744"
"DESIGNATED STATE AGENCIES","27","8","1","0","0","11","1","48","1","CRIMINAL CONVICTION","11","2","0","0","0","2","0","15"
"ELDERLY / DISABLED","0","0","0","0","0","1","0","1","0","DEATH NOTICE","529","183","1","0","1","39","9","762"
"FROM ANOTHER BOARD","2","0","0","0","0","1","0","3","0","DUPLICATE","16","13","0","0","0","6","1","36"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","56","14","1","0","0","8","0","79"
"IN PERSON","5","0","0","0","0","2","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","778","296","1","0","12","407","7","1,501","13","MOVED OUT OF STATE","68","33","1","0","1","7","1","111"
"NVRA BY MAIL","34","11","0","0","0","8","2","55","1","OTHER","19","6","0","0","0","10","0","35"
"OTHER MEANS","54","48","0","0","0","18","1","121","174","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","3","0","0","0","0","0","8"
"SOCIAL SERVICES","8","3","0","0","0","11","0","22","6","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,042","426","2","0","12","500","12","1,994","196","TOTAL","1,140","450","7","0","7","173","13","1,790"
