"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","18","15","0","0","0","11","1","45","10","COUNTY TRANSFER - OUT","29","56","1","0","1","25","0","112"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","43","0","0","0","10","0","88"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","2","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","73","94","1","0","5","80","0","253","39","MOVED OUT OF STATE","9","16","0","0","0","7","0","32"
"NVRA BY MAIL","3","6","0","0","0","1","0","10","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","21","23","0","0","1","10","0","55","2","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","16","0","0","0","7","0","28"
"SOCIAL SERVICES","2","1","0","0","0","2","0","5","0","","","","","","","","",""
"VOLUNTEER","3","1","1","0","0","0","0","5","0","","","","","","","","",""
"TOTAL","124","141","2","0","6","106","1","380","51","TOTAL","81","131","1","0","1","50","0","264"
