"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","1","4","0","0","0","0","0","5"
"BY MAIL","8","8","0","0","0","3","0","19","1","COUNTY TRANSFER - OUT","14","11","1","0","1","7","0","34"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","6","3","0","0","1","3","1","14"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","43","38","0","0","0","5","1","87"
"FROM ANOTHER BOARD","0","2","0","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","284","137","2","0","1","102","1","527"
"IN PERSON","0","1","0","0","0","0","0","1","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","48","41","0","0","0","33","1","123","8","MOVED OUT OF STATE","2","5","0","0","0","2","1","10"
"NVRA BY MAIL","2","1","0","0","0","0","0","3","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","4","0","0","0","0","0","2","6","1","VOTER REQUEST","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","2","0","2"
"SOCIAL SERVICES","2","1","0","0","0","1","0","4","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","64","54","0","0","0","37","3","158","11","TOTAL","352","198","3","0","3","121","4","681"
