"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","3","0","0","0","0","0","0","3","1","COUNTY TRANSFER - OUT","0","1","0","0","0","1","0","2"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","8","0","0","0","2","0","16"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","2","0","0","0","0","0","2"
"IN PERSON","0","0","0","0","0","0","0","0","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5","7","0","0","0","9","1","22","3","MOVED OUT OF STATE","0","2","0","0","0","1","0","3"
"NVRA BY MAIL","0","2","0","0","0","0","0","2","0","OTHER","0","0","0","0","0","2","0","2"
"OTHER MEANS","0","0","0","0","0","1","0","1","0","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","8","9","0","0","0","11","1","29","5","TOTAL","8","13","0","0","0","6","0","27"
