"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","6","6","0","0","1","1","0","14","0","COUNTY TRANSFER - OUT","16","13","0","0","0","4","0","33"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","1","DEATH NOTICE","50","40","0","0","0","7","0","97"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","3","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","9","10","0","0","0","3","0","22"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","71","72","1","0","1","65","0","210","21","MOVED OUT OF STATE","12","10","0","0","0","4","0","26"
"NVRA BY MAIL","3","1","0","0","0","4","0","8","0","OTHER","3","2","0","0","0","3","0","8"
"OTHER MEANS","112","112","2","0","8","122","0","356","24","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","0","0","0","0","1","1","6","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","196","192","3","0","10","193","1","595","48","TOTAL","90","78","0","0","0","21","0","189"
