"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","3","2","0","0","0","2","0","7","3","COUNTY TRANSFER - OUT","14","18","0","0","0","6","1","39"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","39","23","0","0","0","1","0","63"
"FROM ANOTHER BOARD","2","2","0","0","0","2","0","6","0","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","0","1","0","3"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","26","23","0","0","1","16","0","66","1","MOVED OUT OF STATE","5","3","0","0","0","0","1","9"
"NVRA BY MAIL","4","2","0","0","0","1","0","7","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","3","0","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","16","18","0","0","0","6","1","41"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","38","29","0","0","1","22","0","90","4","TOTAL","76","64","0","0","0","14","3","157"
