"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","10","2","0","0","0","7","0","19","104","BOARD ACTION","3","5","0","0","0","1","0","9"
"BY MAIL","974","471","13","0","4","388","8","1,858","415","COUNTY TRANSFER - OUT","1,850","937","24","1","17","612","37","3,478"
"DESIGNATED STATE AGENCIES","56","15","1","0","1","24","1","98","4","CRIMINAL CONVICTION","90","20","2","0","1","23","2","138"
"ELDERLY / DISABLED","3","3","0","0","0","3","0","9","13","DEATH NOTICE","2,006","730","2","1","3","170","33","2,945"
"FROM ANOTHER BOARD","28","9","0","0","0","9","0","46","90","DUPLICATE","158","31","2","0","1","37","12","241"
"PROVISIONAL BALLOT","1","1","0","0","0","2","0","4","9","MAIL VERIFICATION (NVRA)","3,300","1,672","25","0","21","1,550","17","6,585"
"IN PERSON","28","9","0","0","1","11","0","49","29","MENTAL INCOMPETENCY","1","1","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","4,762","1,995","34","2","82","2,983","40","9,898","1,170","MOVED OUT OF STATE","530","287","4","0","3","213","11","1,048"
"NVRA BY MAIL","101","88","1","0","3","80","3","276","15","OTHER","57","23","0","0","1","37","0","118"
"OTHER MEANS","441","372","6","1","12","281","15","1,128","7,468","VOTER REQUEST","9","0","0","0","0","2","1","12"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","59","61","0","0","1","44","1","166"
"SOCIAL SERVICES","48","9","0","0","0","26","1","84","81","","","","","","","","",""
"VOLUNTEER","8","14","1","0","0","2","0","25","0","","","","","","","","",""
"TOTAL","6,460","2,988","56","3","103","3,816","68","13,494","9,398","TOTAL","8,063","3,767","59","2","48","2,689","114","14,742"
