"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","9","14","0","0","0","11","0","34","1","COUNTY TRANSFER - OUT","19","21","0","0","0","12","1","53"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","9","0","0","0","2","1","21"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","2","0","0","0","2","1","7"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","49","54","2","0","1","48","0","154","39","MOVED OUT OF STATE","2","5","0","0","0","0","0","7"
"NVRA BY MAIL","0","5","1","0","1","2","0","9","1","OTHER","2","0","0","0","0","0","0","2"
"OTHER MEANS","3","7","0","0","0","4","0","14","22","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","0","0","0","0","1","0","4","1","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","65","82","3","0","2","67","0","219","65","TOTAL","34","37","0","0","0","17","3","91"
