"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","1","2","0","0","0","4","0","7","0","COUNTY TRANSFER - OUT","15","13","1","0","0","9","0","38"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","2","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","50","28","0","0","1","1","2","82"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","0","1","0","0","0","0","1","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","22","1","0","0","16","0","59","1","MOVED OUT OF STATE","2","4","0","0","0","2","0","8"
"NVRA BY MAIL","0","9","0","0","0","6","0","15","0","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","4","8","0","0","0","6","0","18","6","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","1","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","26","42","1","0","0","33","0","102","7","TOTAL","68","50","1","0","1","14","3","137"
