"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","8","18","0","0","0","9","0","35","0","COUNTY TRANSFER - OUT","19","11","0","0","0","7","1","38"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","2","0","0","0","2","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","13","3","0","0","0","3","1","20"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","2","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","61","63","0","0","4","41","1","170"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","55","67","0","1","2","59","0","184","0","MOVED OUT OF STATE","3","5","0","0","0","2","0","10"
"NVRA BY MAIL","1","1","0","0","0","0","0","2","0","OTHER","0","1","0","0","0","1","0","2"
"OTHER MEANS","1","8","0","0","0","1","0","10","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","2","0","0","0","1","0","9"
"SOCIAL SERVICES","1","0","0","0","0","3","0","4","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","66","95","0","1","2","72","0","236","0","TOTAL","105","87","0","0","4","57","3","256"
