"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","120","44","1","0","10","3","52","2","232","48","COUNTY TRANSFER - OUT","146","65","2","0","5","0","66","1","285"
"DESIGNATED STATE AGENCIES","2","1","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","7","0","0","0","0","0","2","0","9","0","DEATH NOTICE","187","78","0","0","2","0","27","3","297"
"FROM ANOTHER BOARD","3","2","0","0","0","0","0","0","5","2","DUPLICATE","92","33","1","0","0","1","35","0","162"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","2","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","607","180","3","0","146","4","343","1","1,284","159","MOVED OUT OF STATE","292","167","1","0","5","1","151","4","621"
"NVRA BY MAIL","4","0","0","0","2","0","2","0","8","2","OTHER","2","1","0","0","0","0","1","0","4"
"OTHER MEANS","131","19","1","0","11","1","41","0","204","13","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","264","138","0","0","3","1","125","5","536"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","0","0","2","0","","","","","","","","","",""
"TOTAL","875","248","5","0","171","8","440","3","1,750","224","TOTAL","983","483","4","0","15","3","405","13","1,906"
