"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","150","50","0","0","0","1","32","1","234"
"BY MAIL","196","140","0","0","9","1","79","2","427","0","COUNTY TRANSFER-OUT","260","134","0","0","7","3","80","4","488"
"DESIGNATED STATE AGENCIES","9","2","0","0","0","0","3","0","14","0","CRIMINAL CONVICTION","49","10","0","1","0","0","9","0","69"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","279","101","1","0","1","0","22","3","407"
"FROM ANOTHER BOARD","4","4","0","0","0","0","2","0","10","0","DUPLICATE","764","325","3","0","2","1","187","13","1,295"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","7","2","0","0","0","0","3","0","12"
"IN PERSON","5","2","0","0","0","0","1","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","599","205","4","3","88","8","207","2","1,116","14","MOVED OUT OF STATE","38","26","1","0","0","1","8","1","75"
"NVRA BY MAIL","32","12","0","0","2","0","10","0","56","1","OTHER","11","2","0","0","1","0","8","0","22"
"OTHER MEANS","3","0","0","0","0","0","0","0","3","201","VOTER REQUEST","1","0","0","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","973","496","8","0","5","3","402","26","1,913"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","849","365","4","3","99","9","302","4","1,635","217","TOTAL","2,532","1,146","13","1","16","9","752","48","4,517"
