"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","2","0","0","0","0","0","0","0","2"
"BY MAIL","211","71","5","0","3","4","69","4","367","51","COUNTY TRANSFER - OUT","360","63","1","0","2","1","57","1","485"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","12","1","0","0","0","0","2","0","15"
"ELDERLY / DISABLED","4","1","0","0","0","0","0","0","5","0","DEATH NOTICE","268","25","0","0","1","0","12","2","308"
"FROM ANOTHER BOARD","1","0","0","0","0","1","0","0","2","1","DUPLICATE","171","22","2","0","0","0","29","1","225"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","361","75","0","0","54","3","92","1","586","130","MOVED OUT OF STATE","26","8","1","0","0","0","8","0","43"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","2","0","0","0","0","0","0","0","2"
"OTHER MEANS","4","0","0","0","0","0","1","0","5","3","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","37","6","0","0","1","1","7","0","52"
"SOCIAL SERVICES","3","0","0","0","0","0","1","0","4","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","585","148","5","0","57","8","163","5","971","186","TOTAL","878","125","4","0","4","2","115","4","1,132"
