"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","2","0","0","0","0","0","0","3","32","BOARD ACTION","155","52","0","0","0","1","34","2","244"
"BY MAIL","856","479","8","0","0","14","362","11","1,730","273","COUNTY TRANSFER - OUT","1,836","961","12","0","32","20","622","38","3,521"
"DESIGNATED STATE AGENCIES","67","18","0","0","2","0","22","0","109","2","CRIMINAL CONVICTION","127","36","1","1","1","1","31","1","199"
"ELDERLY / DISABLED","20","6","0","0","1","0","6","0","33","3","DEATH NOTICE","1,277","566","4","0","10","1","153","16","2,027"
"FROM ANOTHER BOARD","64","62","0","0","1","1","24","1","153","87","DUPLICATE","1,333","472","6","0","3","3","315","42","2,174"
"PROVISIONAL BALLOT","4","2","0","0","1","0","2","1","10","9","MAIL VERIFICATION (NVRA)","229","133","2","0","4","2","107","3","480"
"IN PERSON","17","13","0","0","4","0","6","0","40","8","MENTAL INCOMPETENCY","0","0","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","3,229","1,522","25","10","670","48","1,548","15","7,067","2,412","MOVED OUT OF STATE","563","404","6","0","8","6","272","12","1,271"
"NVRA BY MAIL","69","37","2","0","10","4","27","0","149","13","OTHER","41","18","2","0","6","1","26","1","95"
"OTHER MEANS","209","74","2","0","18","3","87","2","395","8,135","VOTER REQUEST","5","2","0","0","0","0","3","0","10"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,444","782","8","0","11","6","615","223","3,089"
"SOCIAL SERVICES","16","4","0","0","2","0","9","0","31","96","","","","","","","","","",""
"VOLUNTEER","6","13","0","0","3","0","3","0","25","0","","","","","","","","","",""
"TOTAL","4,558","2,232","37","10","712","70","2,096","30","9,745","11,070","TOTAL","7,010","3,426","41","1","75","41","2,179","338","13,111"
