"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","6","2","0","0","1","0","4","0","13","3","COUNTY TRANSFER - OUT","19","7","1","0","0","1","7","0","35"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","7","1","0","0","0","0","2","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","26","9","0","0","0","0","4","0","39"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","1","DUPLICATE","4","2","0","0","0","0","2","0","8"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","50","0","1","19","1","34","0","161","31","MOVED OUT OF STATE","2","2","0","0","0","0","7","0","11"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","2","OTHER","1","1","0","0","0","0","3","0","5"
"OTHER MEANS","0","0","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","1","0","2","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","63","54","0","1","20","1","41","0","180","38","TOTAL","59","22","1","0","0","1","26","0","109"
