"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","15","29","0","0","0","0","12","0","56","3","COUNTY TRANSFER - OUT","35","43","0","0","2","0","16","0","96"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","30","29","0","0","0","0","7","0","66"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","7","4","0","0","0","0","1","0","12"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","50","89","2","0","25","1","46","0","213","49","MOVED OUT OF STATE","6","19","0","0","0","0","7","0","32"
"NVRA BY MAIL","4","4","0","0","1","0","0","0","9","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","2","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","19","20","0","0","0","0","7","0","46"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","7","0","0","2","0","2","0","14","0","","","","","","","","","",""
"TOTAL","73","133","2","0","28","1","61","0","298","52","TOTAL","97","117","0","0","2","0","39","0","255"
