"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","55","53","1","0","8","0","31","0","148","12","COUNTY TRANSFER - OUT","122","85","2","0","2","2","50","0","263"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","12","2","1","0","0","1","3","0","19"
"ELDERLY / DISABLED","3","1","0","0","1","0","0","0","5","0","DEATH NOTICE","104","63","0","0","1","1","22","0","191"
"FROM ANOTHER BOARD","4","0","0","0","1","0","1","0","6","0","DUPLICATE","26","23","0","0","1","1","13","0","64"
"PROVISIONAL BALLOT","3","1","0","0","0","0","1","0","5","0","MAIL VERIFICATION (NVRA)","2","2","0","0","0","0","0","0","4"
"IN PERSON","3","0","0","0","0","0","0","0","3","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","270","197","5","1","82","4","184","1","744","120","MOVED OUT OF STATE","20","29","0","0","0","1","13","0","63"
"NVRA BY MAIL","8","7","1","0","1","1","0","0","18","2","OTHER","5","3","0","0","1","1","0","0","10"
"OTHER MEANS","15","13","0","0","1","1","11","0","41","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","13","7","0","0","1","0","7","0","28"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","361","274","7","1","94","6","228","1","972","135","TOTAL","304","214","3","0","6","7","108","0","642"
