"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","3","BOARD ACTION","1","0","0","0","0","0","1","0","2"
"BY MAIL","55","35","0","0","6","1","33","0","130","47","COUNTY TRANSFER - OUT","117","70","1","0","4","3","52","4","251"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","1","CRIMINAL CONVICTION","2","2","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","2","DEATH NOTICE","37","17","0","0","2","0","7","1","64"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","0","2","19","DUPLICATE","18","10","0","0","0","0","10","0","38"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","186","106","2","0","3","2","89","3","391"
"IN PERSON","0","1","0","0","0","0","1","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","162","78","3","1","32","6","96","1","379","37","MOVED OUT OF STATE","45","29","1","0","3","1","13","1","93"
"NVRA BY MAIL","5","1","0","0","0","0","5","0","11","0","OTHER","7","8","2","0","0","0","7","1","25"
"OTHER MEANS","5","3","0","0","2","1","7","0","18","973","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","3","0","0","0","0","2","186","200"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"TOTAL","232","119","3","1","40","8","143","1","547","1,083","TOTAL","423","245","6","0","12","6","182","196","1,070"
