"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","6","10","0","0","0","1","0","17","0","COUNTY TRANSFER - OUT","25","15","1","0","0","2","0","43"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","14","7","0","0","0","2","0","23"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","2","2","0","0","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","115","52","1","0","3","50","3","224"
"IN PERSON","0","2","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","24","19","0","0","2","12","1","58","50","MOVED OUT OF STATE","5","4","1","0","0","7","0","17"
"NVRA BY MAIL","5","3","1","0","0","6","0","15","2","OTHER","0","2","0","0","0","2","0","4"
"OTHER MEANS","0","0","0","0","0","0","0","0","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","2","0","3","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","37","35","1","0","2","22","1","98","53","TOTAL","161","82","3","0","3","64","3","316"
