"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","54","46","0","0","0","7","0","107","2","COUNTY TRANSFER - OUT","63","54","1","0","2","31","1","152"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","4","1","0","0","0","4","0","9"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","12","0","0","0","2","0","30"
"FROM ANOTHER BOARD","0","0","0","0","0","1","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3,267","2,610","20","2","37","1,398","49","7,383"
"IN PERSON","0","2","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","135","121","0","1","5","147","2","411","37","MOVED OUT OF STATE","20","21","1","0","0","6","3","51"
"NVRA BY MAIL","4","2","0","0","0","3","0","9","1","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","14","21","0","0","1","13","0","49","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","20","10","0","0","0","9","0","39"
"SOCIAL SERVICES","4","0","0","0","0","0","0","4","0","","","","","","","","",""
"VOLUNTEER","52","93","3","0","3","58","0","209","0","","","","","","","","",""
"TOTAL","263","286","3","1","9","230","2","794","40","TOTAL","3,390","2,708","22","2","39","1,451","53","7,665"
