"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","18","27","0","0","0","12","0","57","3","COUNTY TRANSFER - OUT","28","47","0","0","0","14","1","90"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","3","4","0","0","0","1","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","20","27","0","0","0","2","1","50"
"FROM ANOTHER BOARD","2","2","0","0","0","1","0","5","0","DUPLICATE","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","0","0","0","2"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","74","128","2","3","4","98","0","309","43","MOVED OUT OF STATE","6","9","1","0","0","5","0","21"
"NVRA BY MAIL","0","2","0","0","0","0","0","2","0","OTHER","1","0","0","0","0","2","0","3"
"OTHER MEANS","12","20","0","0","0","13","2","47","2","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","8","5","0","0","0","3","0","16"
"SOCIAL SERVICES","2","1","0","0","0","2","0","5","0","","","","","","","","",""
"VOLUNTEER","2","18","0","0","0","4","0","24","0","","","","","","","","",""
"TOTAL","111","199","2","3","4","131","2","452","48","TOTAL","67","94","1","0","0","28","2","192"
