"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","167","77","2","0","3","38","3","290","2","COUNTY TRANSFER-OUT","528","231","2","1","4","75","8","849"
"DESIGNATED STATE AGENCIES","37","6","1","0","1","2","1","48","0","CRIMINAL CONVICTION","29","6","0","0","0","4","2","41"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","3","0","0","0","0","0","9"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","7","2","0","0","0","5","0","14"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2,056","926","11","0","13","346","18","3,370"
"IN PERSON","4","0","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","836","296","13","1","13","360","4","1,523","7","MOVED OUT OF STATE","46","32","0","0","0","12","1","91"
"NVRA BY MAIL","26","15","1","0","0","20","0","62","1","OTHER","11","4","0","0","0","7","0","22"
"OTHER MEANS","41","28","1","0","0","24","0","94","203","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","1","0","1"
"SOCIAL SERVICES","17","2","0","0","1","8","0","28","4","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,130","424","18","1","18","453","8","2,052","217","TOTAL","2,684","1,204","13","1","17","450","29","4,398"
