"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","8","11","0","0","0","2","0","21","1","COUNTY TRANSFER - OUT","31","19","0","0","0","16","0","66"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","3","0","4","0","CRIMINAL CONVICTION","1","2","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","9","0","0","0","2","0","18"
"FROM ANOTHER BOARD","0","0","1","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","3","0","0","1","1","3","11"
"IN PERSON","1","0","0","0","0","0","0","1","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","44","38","0","0","1","33","0","116","34","MOVED OUT OF STATE","3","4","0","0","0","0","0","7"
"NVRA BY MAIL","1","1","0","0","0","0","0","2","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","7","10","0","0","0","0","0","17","17","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","3","0","3","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","61","61","1","0","1","41","0","165","56","TOTAL","46","37","0","0","1","19","3","106"
