"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","13","0","0","0","5","0","28","0","COUNTY TRANSFER - OUT","11","18","1","0","0","6","0","36"
"DESIGNATED STATE AGENCIES","1","3","0","0","0","1","0","5","0","CRIMINAL CONVICTION","0","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","3","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","105","71","3","1","5","49","4","238"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","22","25","0","0","0","14","0","61","0","MOVED OUT OF STATE","0","0","0","0","0","0","1","1"
"NVRA BY MAIL","2","12","0","0","0","2","0","16","0","OTHER","1","0","0","0","0","0","0","1"
"OTHER MEANS","3","2","0","0","0","3","1","9","10","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","39","58","0","0","0","26","1","124","10","TOTAL","117","91","4","1","5","56","5","279"
