"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","31","18","0","0","0","13","1","63","11","COUNTY TRANSFER - OUT","38","16","0","0","0","12","0","66"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","12","0","0","0","0","7","0","19"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","0","0","0","0","1","0","5"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","12","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","429","229","1","0","1","176","7","843"
"IN PERSON","0","2","1","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","179","39","1","0","2","91","2","314","50","MOVED OUT OF STATE","67","51","1","0","2","22","0","143"
"NVRA BY MAIL","1","0","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","6","1","0","0","1","2","0","10","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","3","0","0","0","0","0","3"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"TOTAL","218","60","2","0","3","109","3","395","73","TOTAL","551","299","2","0","3","219","7","1,081"
