"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","8","24","0","0","0","18","0","50","0","COUNTY TRANSFER - OUT","8","10","0","0","0","5","0","23"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","3","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","32","13","0","0","0","6","0","51"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","1","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","542","368","9","1","5","255","15","1,195"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","81","70","0","1","3","64","1","220","0","MOVED OUT OF STATE","2","3","0","0","0","1","0","6"
"NVRA BY MAIL","0","1","0","0","0","0","0","1","0","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","3","1","0","0","1","1","1","7","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","2"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","93","96","0","1","4","83","2","279","1","TOTAL","588","396","9","1","5","270","15","1,284"
