"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","29","30","0","0","0","15","0","74","5","COUNTY TRANSFER - OUT","31","44","0","0","0","24","0","99"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","2","1","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","8","1","0","0","1","0","21"
"FROM ANOTHER BOARD","2","2","0","0","0","0","0","4","0","DUPLICATE","8","5","0","0","0","4","0","17"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","10","14","0","0","0","6","1","31"
"IN PERSON","3","1","0","0","0","2","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","146","136","5","1","8","179","1","476","66","MOVED OUT OF STATE","10","17","0","0","0","9","0","36"
"NVRA BY MAIL","8","5","0","0","0","6","0","19","1","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","3","7","0","0","0","7","0","17","74","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","0","0","2","0","","","","","","","","",""
"TOTAL","193","183","5","1","8","211","1","602","147","TOTAL","72","90","1","0","0","44","1","208"
