"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","4","1","0","0","0","5","0","10","0","COUNTY TRANSFER - OUT","9","8","0","0","0","4","0","21"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","1","2","0","0","0","0","0","3"
"IN PERSON","0","1","0","0","0","2","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","12","14","0","0","1","7","0","34","6","MOVED OUT OF STATE","0","1","0","0","0","1","0","2"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","2","0","0","0","0","0","0","2"
"OTHER MEANS","9","21","0","0","0","2","1","33","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","1","","","","","","","","",""
"VOLUNTEER","2","3","0","0","0","1","0","6","0","","","","","","","","",""
"TOTAL","29","41","0","0","1","18","1","90","8","TOTAL","13","11","0","0","0","5","0","29"
