"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","125","40","0","1","2","84","0","252","36","COUNTY TRANSFER - OUT","193","87","1","0","1","71","2","355"
"DESIGNATED STATE AGENCIES","1","0","0","0","1","0","0","2","1","CRIMINAL CONVICTION","4","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","330","66","5","0","2","163","4","570","2","DEATH NOTICE","3","5","0","0","0","1","0","9"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","1","DUPLICATE","18","6","0","0","0","3","0","27"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","4,775","2,373","40","1","23","2,498","14","9,724"
"IN PERSON","2","1","0","0","0","0","0","3","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","642","225","9","0","14","558","13","1,461","247","MOVED OUT OF STATE","87","42","3","0","0","45","2","179"
"NVRA BY MAIL","1","0","0","0","0","3","0","4","1","OTHER","8","2","0","0","0","4","0","14"
"OTHER MEANS","186","47","10","0","3","104","2","352","36","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","9","2","0","0","0","6","0","17","0","","","","","","","","",""
"TOTAL","1,299","381","24","1","22","918","19","2,664","328","TOTAL","5,089","2,515","44","1","24","2,623","18","10,314"
