"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","129","26","0","0","0","37","1","193","155","COUNTY TRANSFER - OUT","265","71","0","0","4","58","24","422"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","2","CRIMINAL CONVICTION","34","2","0","0","0","7","2","45"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","10","2","0","0","0","0","1","13"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","32","DUPLICATE","46","3","0","0","0","4","9","62"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","6","MAIL VERIFICATION (NVRA)","90","35","2","0","0","32","13","172"
"IN PERSON","4","0","0","0","0","0","0","4","11","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","939","115","5","0","5","356","6","1,426","240","MOVED OUT OF STATE","108","23","0","1","0","11","8","151"
"NVRA BY MAIL","1","0","0","0","0","0","0","1","1","OTHER","4","0","0","0","0","9","0","13"
"OTHER MEANS","12","0","0","0","0","6","0","18","6,479","VOTER REQUEST","1","0","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","10","0","0","0","0","4","0","14","6","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","0","3","0","","","","","","","","",""
"TOTAL","1,100","141","5","0","5","403","7","1,661","6,934","TOTAL","558","136","2","1","4","122","57","880"
