"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","1","0","4","10","BOARD ACTION","3","0","0","0","0","2","0","5"
"BY MAIL","974","404","1","7","5","555","10","1,956","1,174","CONFIRMATION MAIL","150","65","0","2","2","46","0","265"
"DESIGNATED STATE AGENCIES","39","11","0","0","0","19","1","70","82","COUNTY TRANSFER - OUT","3,665","1,254","0","16","30","1,354","56","6,375"
"ELDERLY / DISABLED","20","7","0","0","0","13","0","40","9","CRIMINAL CONVICTION","50","12","0","0","0","18","0","80"
"FROM ANOTHER BOARD","23","18","0","0","0","7","4","52","19","DEATH NOTICE","1,920","780","0","2","3","237","39","2,981"
"PROVISIONAL BALLOT","19","2","0","0","0","4","0","25","79","DUPLICATE","7","2","0","0","1","1","0","11"
"IN PERSON","229","80","0","0","1","66","2","378","1,782","MAIL VERIFICATION (NVRA)","6,343","3,691","1","42","86","3,812","215","14,190"
"MOTOR VEHICLE ADMINISTRATION","6991","2355","22","8","18","3590","29","13,013","9,240","MENTAL INCOMPETENCY","2","0","0","0","0","0","0","2"
"NVRA BY MAIL","68","27","0","0","0","37","0","132","5","MOVED OUT OF STATE","1,672","697","0","15","17","592","42","3,035"
"ONLINE REGISTRATION","270","108","0","1","22","137","7","545","50","OTHER","206","74","2","0","3","99","2","386"
"OTHER MEANS","486","117","0","1","2","100","4","710","958","VOTER REQUEST","9","6","0","0","0","7","2","24"
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","","0"
"SOCIAL SERVICES","59","6","0","0","0","18","0","83","28","","","","","","","","",""
"VOLUNTEER","18","7","0","0","0","7","0","32","0","","","","","","","","",""
"TOTAL","9,198","3,143","23","17","48","4,554","57","17,040","13,436","TOTAL","14,027","6,581","3","77","142","6,168","356","27,354"
