"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","0","2","0","0","0","0","0","2","0","COUNTY TRANSFER - OUT","5","4","0","0","0","2","0","11"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","20","31","0","0","0","4","0","55"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","3","1","0","0","0","3","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","75","46","0","0","1","35","3","160"
"IN PERSON","1","2","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","32","38","0","0","0","38","0","108","7","MOVED OUT OF STATE","2","3","0","0","0","1","0","6"
"NVRA BY MAIL","0","1","0","0","0","1","0","2","0","OTHER","0","0","0","0","0","5","0","5"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","33","43","0","0","0","40","0","116","7","TOTAL","107","85","0","0","1","51","3","247"
