"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","2","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","61","29","1","0","1","47","2","141","35","COUNTY TRANSFER - OUT","186","114","3","0","1","85","1","390"
"DESIGNATED STATE AGENCIES","4","3","0","0","0","1","0","8","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","3","2","0","0","0","1","0","6","1","DUPLICATE","6","3","0","0","0","1","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","18","15","0","0","0","11","0","44"
"IN PERSON","2","2","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","415","324","6","1","11","376","2","1,135","175","MOVED OUT OF STATE","1","0","0","0","0","0","0","1"
"NVRA BY MAIL","0","1","0","0","0","3","0","4","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","11","7","0","0","0","8","1","27","19","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","1","0","0","0","5","0","12"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","497","369","7","1","12","439","5","1,330","231","TOTAL","217","134","3","0","1","102","1","458"
