"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","178","50","0","0","0","63","4","295","43","COUNTY TRANSFER - OUT","203","72","2","0","0","105","1","383"
"DESIGNATED STATE AGENCIES","2","1","0","0","0","5","0","8","0","CRIMINAL CONVICTION","4","2","0","0","0","1","0","7"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","1","2","DEATH NOTICE","591","254","1","0","2","106","0","954"
"FROM ANOTHER BOARD","2","2","0","0","0","1","0","5","4","DUPLICATE","26","8","0","0","0","11","0","45"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","250","258","4","0","3","159","0","674"
"IN PERSON","3","1","0","0","0","0","0","4","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,080","316","8","2","15","811","11","2,243","325","MOVED OUT OF STATE","110","65","1","0","0","34","0","210"
"NVRA BY MAIL","2","4","0","0","0","7","0","13","1","OTHER","1","0","0","0","0","3","0","4"
"OTHER MEANS","13","4","0","0","0","8","0","25","6","VOTER REQUEST","0","0","0","0","0","2","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","0","0","0","0","0","0","3","2","","","","","","","","",""
"VOLUNTEER","39","6","0","0","0","11","0","56","0","","","","","","","","",""
"TOTAL","1,323","384","8","2","15","906","15","2,653","385","TOTAL","1,185","659","8","0","5","421","1","2,279"
