"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","21","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","15","24","0","0","1","18","0","58","28","COUNTY TRANSFER - OUT","17","20","0","0","0","6","1","44"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","1","DEATH NOTICE","22","14","0","0","0","6","2","44"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","4","MAIL VERIFICATION (NVRA)","3","0","0","0","0","1","0","4"
"IN PERSON","0","0","0","0","0","0","0","0","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","62","80","0","1","7","81","1","232","27","MOVED OUT OF STATE","3","6","1","0","0","1","0","11"
"NVRA BY MAIL","0","0","0","0","0","1","0","1","8","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","192","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","78","105","0","1","8","100","1","293","284","TOTAL","48","40","1","0","0","14","3","106"
