"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","5","3","0","0","0","3","0","11","3","COUNTY TRANSFER - OUT","110","74","1","0","1","54","3","243"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","4","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","32","23","0","0","0","4","1","60"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","1","DUPLICATE","0","0","0","0","0","1","1","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","285","207","2","1","6","118","4","623"
"IN PERSON","1","1","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","69","65","0","0","1","59","1","195","36","MOVED OUT OF STATE","23","29","0","0","0","11","1","64"
"NVRA BY MAIL","3","3","0","0","0","2","2","10","2","OTHER","1","0","0","0","0","0","0","1"
"OTHER MEANS","0","0","0","0","0","1","0","1","3","VOTER REQUEST","0","1","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","4","0","0","0","0","0","10"
"SOCIAL SERVICES","2","0","0","0","0","3","0","5","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","82","72","0","0","1","69","3","227","45","TOTAL","457","338","3","1","7","193","10","1,009"
