"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","152","72","1","1","1","63","1","291","2","COUNTY TRANSFER-OUT","424","109","7","0","1","120","8","669"
"DESIGNATED STATE AGENCIES","4","4","0","0","0","3","0","11","0","CRIMINAL CONVICTION","16","6","0","0","0","2","0","24"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","281","115","0","1","1","15","7","420"
"FROM ANOTHER BOARD","6","0","0","0","0","1","0","7","1","DUPLICATE","8","9","0","0","1","9","0","27"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","486","185","1","0","2","26","1","701"
"IN PERSON","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,062","369","6","1","11","542","9","2,000","21","MOVED OUT OF STATE","38","16","0","1","0","10","0","65"
"NVRA BY MAIL","54","21","0","0","2","27","2","106","2","OTHER","19","6","0","0","0","12","0","37"
"OTHER MEANS","14","1","0","0","0","3","0","18","182","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","2"
"SOCIAL SERVICES","13","2","0","0","0","9","0","24","9","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","1,306","470","7","2","14","648","12","2,459","217","TOTAL","1,274","446","8","2","5","195","16","1,946"
